list_position,date,category,title,video_id,url,duration_min,view_count,source,source_position
248,2024-02-03,Bhagavata Saroddhara,Day 37- Bhagavata Saroddhara -3rdFeb  2024 - Shloka 88-91 -  by Sri Vijayananda,jDOxVPyvbaU,https://www.youtube.com/watch?v=jDOxVPyvbaU,46.6,70,videos,67
249,2024-01-28,Bhagavata Saroddhara,Day 36- Bhagavata Saroddhara -28th Jan  2024 - Shloka 85-87 -  by Sri Vijayananda,m-Up2q__su8,https://www.youtube.com/watch?v=m-Up2q__su8,46.6,44,videos,68
250,2024-01-21,Bhagavata Saroddhara,Day 35- Bhagavata Saroddhara -21st Jan  2024 - Shloka 82-84 -  by Sri Vijayananda,8vJATAjQEFQ,https://www.youtube.com/watch?v=8vJATAjQEFQ,48.7,32,videos,69
251,2024-01-14,Bhagavata Saroddhara,Day 34- Bhagavata Saroddhara -14th Jan  2024 - Shloka 79-81 -  by Sri Vijayananda,OF4FjEUQaHc,https://www.youtube.com/watch?v=OF4FjEUQaHc,46.7,55,videos,70
252,2024-01-06,Bhagavata Saroddhara,Day 33- Bhagavata Saroddhara -6th Jan  2024 - Shloka 76-78 -  by Sri Vijayananda,_gHJd7Gc2Cs,https://www.youtube.com/watch?v=_gHJd7Gc2Cs,56.0,44,videos,71
254,2023-12-23,Bhagavata Saroddhara,Day 32(2) - Bhagavata Saroddhara -23th Dec  2023 - Shloka 72- by Sri Vijayananda,kNBwZwdg8ek,https://www.youtube.com/watch?v=kNBwZwdg8ek,7.1,27,videos,72
255,2023-12-23,Bhagavata Saroddhara,Day 32(4) - Bhagavata Saroddhara -23th Dec  2023 - Shloka 74- by Sri Vijayananda,tZItsQ493Nw,https://www.youtube.com/watch?v=tZItsQ493Nw,16.8,29,videos,73
256,2023-12-23,Bhagavata Saroddhara,Day 32(5) - Bhagavata Saroddhara -23th Dec  2023 - Shloka 75- by Sri Vijayananda,Kv6_atigPL8,https://www.youtube.com/watch?v=Kv6_atigPL8,8.8,19,videos,74
257,2023-12-23,Bhagavata Saroddhara,Day 32(3) - Bhagavata Saroddhara -23th Dec  2023 - Shloka 73- by Sri Vijayananda,jDPLX0SDP-0,https://www.youtube.com/watch?v=jDPLX0SDP-0,8.0,16,videos,75
258,2023-12-23,Bhagavata Saroddhara,Day 32(1) - Bhagavata Saroddhara -23th Dec  2023 - Shloka 71- by Sri Vijayananda,CayhiC4J_Js,https://www.youtube.com/watch?v=CayhiC4J_Js,14.9,29,videos,76
260,2023-12-16,Bhagavata Saroddhara,Day 31 - Bhagavata Saroddhara -16th Dec  2023 - Shloka 69-70 - by Sri Vijayananda,yTAti5sqdP8,https://www.youtube.com/watch?v=yTAti5sqdP8,55.6,26,videos,77
261,2023-12-09,Bhagavata Saroddhara,Day 30 - Bhagavata Saroddhara - 9th Dec  2023 - Shloka 66-68 - by Sri Vijayananda,ESPJCTDgsHE,https://www.youtube.com/watch?v=ESPJCTDgsHE,54.8,28,videos,78
262,2023-11-19,Bhagavata Saroddhara,Day 29 - Bhagavata Saroddhara - 19th Nov  2023 - Shloka 63-65 - by Sri Vijayananda,llyQJEDgFkI,https://www.youtube.com/watch?v=llyQJEDgFkI,40.7,54,videos,79
263,2023-11-11,Bhagavata Saroddhara,Day 28 - Bhagavata Saroddhara - 11th Nov  2023 - Shloka 60-62 - by Sri Vijayananda,WlHkRyyEU1E,https://www.youtube.com/watch?v=WlHkRyyEU1E,45.9,58,videos,80
264,2023-11-04,Bhagavata Saroddhara,Day 27 - Bhagavata Saroddhara - 4th Nov  2023 - Shloka 57-59 - by Sri Vijayananda,kdqIHXitmxk,https://www.youtube.com/watch?v=kdqIHXitmxk,56.5,32,videos,81
265,2023-10-28,Bhagavata Saroddhara,Day 26 - Bhagavata Saroddhara - 28th Oct  2023 - Shloka 56 - by Sri Vijayananda,OG6vigucoXM,https://www.youtube.com/watch?v=OG6vigucoXM,49.5,43,videos,82
266,2023-10-23,Bhagavata Saroddhara,Day 25 - Bhagavata Saroddhara - 23rd  Oct  2023 - Shloka 53-55 - by Sri Vijayananda,CVBXgrdWMBI,https://www.youtube.com/watch?v=CVBXgrdWMBI,41.5,41,videos,83
270,2023-10-14,Bhagavata Saroddhara,Day 24 - Bhagavata Saroddhara - 14th Oct  2023 - Shloka 51-52 - by Sri Vijayananda,Ge4Dx8l6ZoE,https://www.youtube.com/watch?v=Ge4Dx8l6ZoE,56.1,50,videos,84
272,2023-10-07,Bhagavata Saroddhara,Day 23 - Bhagavata Saroddhara - 7th Oct  2023 - Shloka 49-50 - by Sri Vijayananda,Qw6J51Wk53M,https://www.youtube.com/watch?v=Qw6J51Wk53M,60.5,44,videos,85
274,2023-10-01,Bhagavata Saroddhara,Day 22 - Bhagavata Saroddhara - 1st Oct  2023 - Shloka 48(2)- by Sri Vijayananda,gNv03gYR-hM,https://www.youtube.com/watch?v=gNv03gYR-hM,59.1,54,videos,86
276,2023-09-24,Bhagavata Saroddhara,Day 21 - Bhagavata Saroddhara - 24th sep  2023 - Shloka 48(1)- by Sri Vijayananda,kIldviWr4CI,https://www.youtube.com/watch?v=kIldviWr4CI,29.6,33,videos,87
279,2023-09-17,Bhagavata Saroddhara,Day 20 - Bhagavata Saroddhara -17th sep  2023 - Shloka 45-47 - by Sri Vijayananda,D1iyUyTAk7A,https://www.youtube.com/watch?v=D1iyUyTAk7A,57.7,38,videos,89
281,2023-09-10,Bhagavata Saroddhara,Day 19- Bhagavata Saroddhara -10th sep  2023 - Shloka 43-44 - by Sri Vijayananda,ngGRSazn7HA,https://www.youtube.com/watch?v=ngGRSazn7HA,55.8,38,videos,90
283,2023-08-26,Bhagavata Saroddhara,Day 18- Bhagavata Saroddhara -26th Aug  2023 - Shloka 40-42 - by Sri Vijayananda,mvUhl1hztZo,https://www.youtube.com/watch?v=mvUhl1hztZo,56.6,55,videos,91
284,2023-08-19,Bhagavata Saroddhara,Day 17- Bhagavata Saroddhara -19th Aug  2023 - Shloka 39 - by Sri Vijayananda,4o8ec96QX34,https://www.youtube.com/watch?v=4o8ec96QX34,28.0,47,videos,92
285,2023-08-12,Bhagavata Saroddhara,Day 16- Bhagavata Saroddhara -12th Aug  2023 - Shloka 34-38 - by Sri Vijayananda,j2P746LYSeU,https://www.youtube.com/watch?v=j2P746LYSeU,49.2,68,videos,93
291,2023-07-29,Bhagavata Saroddhara,Day 14- Bhagavata Saroddhara -29th July  2023 - Shloka 28-30 - by Sri Vijayananda,3anhAns-hiU,https://www.youtube.com/watch?v=3anhAns-hiU,49.9,31,videos,94
292,2023-08-05,Bhagavata Saroddhara,Day 15- Bhagavata Saroddhara -5th  Aug  2023 - Shloka 31-33 - by Sri Vijayananda,SdtKWxuEZ74,https://www.youtube.com/watch?v=SdtKWxuEZ74,54.5,71,videos,95
295,2023-07-15,Bhagavata Saroddhara,Day 13- Bhagavata Saroddhara -15th July  2023 - Shloka 27 - by Sri Vijayananda,X6-_3hHAcLc,https://www.youtube.com/watch?v=X6-_3hHAcLc,45.9,33,videos,96
305,2023-06-25,Bhagavata Saroddhara,Day 12- Bhagavata Saroddhara -25th June  2023 - Shloka 26 - by Sri Vijayananda,hQ6tn2r2J2I,https://www.youtube.com/watch?v=hQ6tn2r2J2I,50.9,46,videos,97
306,2023-07-15,Bhagavata Saroddhara,Day 13- Bhagavata Saroddhara -15th July  2023 - Shloka 27  - by Sri Vijayananda,5JrsVoSiBLc,https://www.youtube.com/watch?v=5JrsVoSiBLc,45.9,49,videos,98
312,2023-06-17,Bhagavata Saroddhara,Day 11- Bhagavata Saroddhara -17th June  2023 - Shloka 23 to 25 - by Sri Vijayananda,fwIVl8uR8nY,https://www.youtube.com/watch?v=fwIVl8uR8nY,53.5,65,videos,99
315,2023-06-10,Bhagavata Saroddhara,Day 10- Bhagavata Saroddhara -10th June  2023 - Shloka 20 to 22 - by Sri Vijayananda,c4Bz8Pe5Zjw,https://www.youtube.com/watch?v=c4Bz8Pe5Zjw,56.2,68,videos,100
316,2023-06-04,Bhagavata Saroddhara,Day 9- Bhagavata Saroddhara -4th June  2023 - Shloka 17 to 19 - by Sri Vijayananda,0mCfGtTf7oM,https://www.youtube.com/watch?v=0mCfGtTf7oM,55.1,78,videos,101
317,2023-05-27,Bhagavata Saroddhara,Day 8- Bhagavata Saroddhara -27th May  2023 - Shloka 14 to 16 - by Sri Vijayananda,BsX2F2Uz41o,https://www.youtube.com/watch?v=BsX2F2Uz41o,45.2,91,videos,102
318,2023-05-20,Bhagavata Saroddhara,Day 7- Bhagavata Saroddhara -20th May  2023 - Shloka 10 to13 - by Sri Vijayananda,QqMmi8Aj95g,https://www.youtube.com/watch?v=QqMmi8Aj95g,54.6,84,videos,103
319,2023-05-13,Bhagavata Saroddhara,Day 6- Bhagavata Saroddhara - 13th May 2023 - Shloka 9 - by Sri Vijayananda,W-yzdUKFjtI,https://www.youtube.com/watch?v=W-yzdUKFjtI,18.7,73,videos,104
320,2023-04-29,Bhagavata Saroddhara,Day 5- Bhagavata Saroddhara - 29th April 2023 - Shloka 6 - by Sri Vijayananda,jZuoX0h1Yvc,https://www.youtube.com/watch?v=jZuoX0h1Yvc,47.8,118,videos,105
321,2023-04-22,Bhagavata Saroddhara,Day 4- Bhagavata Saroddhara - 22nd April 2023 - Shloka 4&5 - by Sri Vijayananda,-2XEzHhcwws,https://www.youtube.com/watch?v=-2XEzHhcwws,48.9,113,videos,106
322,2023-04-15,Bhagavata Saroddhara,Day 3- Bhagavata Saroddhara - 15th April 2023 - Shloka 3 - by Sri Vijayananda,iq0lO3Qqujk,https://www.youtube.com/watch?v=iq0lO3Qqujk,46.8,184,videos,107
323,2023-04-09,Bhagavata Saroddhara,Day 2- Bhagavata Saroddhara - 9th April 2023 - Shloka 1&2 - by Sri Vijayananda,X3bhrM0isog,https://www.youtube.com/watch?v=X3bhrM0isog,46.7,223,videos,108
324,2023-04-08,Bhagavata Saroddhara,Day 1- Bhagavata Saroddhara - 8th April 2023 - Shloka 1 - by Sri Vijayananda,VpkJRP7Vz2E,https://www.youtube.com/watch?v=VpkJRP7Vz2E,47.6,670,videos,109
